accounting_date,fiscal_year,fiscal_month,calendar_year,calendar_month,calendar_day,company_code,customer_code,customer_district_code,item_code,business_area_code,item_group_code,item_class_code,item_type,bonus_group_code,environment_group_code,technology_group_code,commission_group_code,reporting_classification,light_source,warehouse_code,abc_class_code,abc_class_volume,business_chain_l1_code,business_chain_l1_name,contact_method_code,salesperson_code,order_type_code,market_segment,value_sales,value_cost,value_quantity,value_price_adjustment,currency,item_source_class,invoice_number,line_number,invoice_date,customer_order_number,order_date,dss_update_time
20120604,2012,12,2012,6,4,101,CUST_000094,200,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,AEG,Aussie Energy Group,NA                            ,SP_000026,PRO,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000202,LINE_000001,20120604,ORD_000201,20120604,49:58.7
20120222,2012,8,2012,2,22,101,CUST_000095,210,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000021,EDI,Commercial & Industrial,95.7,63.642,30,0,AUD,,INV_000203,LINE_000002,20120222,ORD_000202,20120222,49:58.7
20120524,2012,11,2012,5,24,101,CUST_000096,200,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000007,EDI,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000204,LINE_000001,20120524,ORD_000203,20120523,49:58.7
20120528,2012,11,2012,5,28,101,CUST_000081,300,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,60.3,38.1852,18,0,AUD,,INV_000205,LINE_000001,20120528,ORD_000204,20120528,49:58.7
20120622,2012,12,2012,6,22,101,CUST_000081,300,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,33.5,21.214,10,0,AUD,,INV_000206,LINE_000001,20120622,ORD_000205,20120622,49:58.7
20120507,2012,11,2012,5,7,101,CUST_000083,200,ITEM_000008,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000010,NOR,Commercial & Industrial,402.0,254.568,120,0,AUD,,INV_000207,LINE_000001,20120507,ORD_000206,20120507,49:58.7
20120501,2012,11,2012,5,1,101,CUST_000083,200,ITEM_000008,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000010,NOR,Commercial & Industrial,120.6,76.3704,36,0,AUD,,INV_000208,LINE_000001,20120501,ORD_000207,20120501,49:58.7
20120314,2012,9,2012,3,14,101,CUST_000057,200,ITEM_000008,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000011,EDI,Commercial & Industrial,100.5,63.642,30,0,AUD,,INV_000209,LINE_000001,20120314,ORD_000208,20120314,49:58.7
20120120,2012,7,2012,1,20,101,CUST_000097,200,ITEM_000016,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,UES,Unified Electrical Suppliers,NA                            ,SP_000010,CDG,Commercial & Industrial,-3.28,-2.1214,-1,0,AUD,,INV_000210,LINE_000001,20120120,ORD_000209,20120120,49:58.7
20120403,2012,10,2012,4,3,101,CUST_000001,410,ITEM_000008,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000001,EDI,Commercial & Industrial,201.0,127.284,60,0,AUD,,INV_000211,LINE_000001,20120403,ORD_000210,20120403,49:58.7
20120521,2012,11,2012,5,21,101,CUST_000098,300,ITEM_000008,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000002,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000212,LINE_000001,20120521,ORD_000211,20120521,49:58.7
20120606,2012,12,2012,6,6,101,CUST_000038,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000015,NOR,Commercial & Industrial,120.6,76.3704,36,0,AUD,,INV_000213,LINE_000001,20120606,ORD_000212,20120606,49:58.7
20120315,2012,9,2012,3,15,101,CUST_000038,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000015,EDI,Commercial & Industrial,78.79,50.9136,24,0,AUD,,INV_000214,LINE_000001,20120315,ORD_000213,20120314,49:58.7
20120601,2012,12,2012,6,1,101,CUST_000088,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000019,NOR,Commercial & Industrial,37.08,25.4568,12,0,AUD,,INV_000215,LINE_000001,20120601,ORD_000214,20120601,49:58.7
20120217,2012,8,2012,2,17,100,CUST_000046,720,ITEM_000017,SUR                           ,SUR08001                      ,SUR08                         ,7,Trade          ,P                             ,96,REBATE_EXEMPT_EOL             ,Discontinuing,Traditional,KN0,J,J,INTERCO   ,InterGlobal Trading,NA                            ,SP_000016,NOR,Commercial & Industrial,18050.0,16245.5,1000,0,AUD,,INV_000216,LINE_000008,20120217,ORD_000215,20120217,49:58.7
20120607,2012,12,2012,6,7,101,CUST_000038,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000015,NOR,Commercial & Industrial,80.4,50.9136,24,0,AUD,,INV_000217,LINE_000001,20120607,ORD_000216,20120607,49:58.7
20120228,2012,8,2012,2,28,101,CUST_000099,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000001,CRR,Commercial & Industrial,-31.9,-17.37,-9,0,AUD,,INV_000218,LINE_000001,20120228,ORD_000217,20120227,49:58.7
20120215,2012,8,2012,2,15,101,CUST_000100,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000006,NOR,Commercial & Industrial,38.28,25.4568,12,0,AUD,,INV_000219,LINE_000001,20120215,ORD_000218,20120215,49:58.7
20120301,2012,9,2012,3,1,101,CUST_000101,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000020,NOR,Commercial & Industrial,19.14,12.7284,6,0,AUD,,INV_000220,LINE_000001,20120301,ORD_000219,20120301,49:58.7
20120323,2012,9,2012,3,23,101,CUST_000101,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000020,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000221,LINE_000001,20120323,ORD_000220,20120323,49:58.7
20120628,2012,12,2012,6,28,101,CUST_000101,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000020,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000222,LINE_000001,20120628,ORD_000221,20120628,49:58.7
20120522,2012,11,2012,5,22,101,CUST_000102,200,ITEM_000018,COM                           ,COM90001                      ,COM90                         ,1,Professional   ,P                             ,PIER                                    ,NET_SALES                     ,Continuing,Accessories,N0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000007,NOR,Commercial & Industrial,187.02,67.05,15,0,AUD,,INV_000223,LINE_000002,20120522,ORD_000222,20120510,49:58.7
20120606,2012,12,2012,6,6,101,CUST_000103,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000006,EDI,Commercial & Industrial,134.0,84.856,40,0,AUD,,INV_000224,LINE_000001,20120606,ORD_000223,20120605,49:58.7
20120608,2012,12,2012,6,8,101,CUST_000077,300,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000005,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000225,LINE_000001,20120608,ORD_000224,20120608,49:58.7
20120418,2012,10,2012,4,18,101,CUST_000077,300,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000005,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000226,LINE_000001,20120418,ORD_000225,20120418,49:58.7
20120528,2012,11,2012,5,28,101,CUST_000049,300,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000008,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000227,LINE_000001,20120528,ORD_000226,20120528,49:58.7
20120614,2012,12,2012,6,14,101,CUST_000079,300,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000228,LINE_000001,20120614,ORD_000227,20120613,49:58.7
20120607,2012,12,2012,6,7,101,CUST_000008,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000006,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000229,LINE_000001,20120607,ORD_000228,20120606,49:58.7
20120523,2012,11,2012,5,23,101,CUST_000007,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000006,EDI,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000230,LINE_000001,20120523,ORD_000229,20120523,49:58.7
20120531,2012,11,2012,5,31,101,CUST_000001,410,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000001,EDI,Commercial & Industrial,120.6,76.3704,36,0,AUD,,INV_000231,LINE_000001,20120531,ORD_000230,20120531,49:58.7
20120531,2012,11,2012,5,31,101,CUST_000001,410,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000001,EDI,Commercial & Industrial,120.6,76.3704,36,0,AUD,,INV_000231,LINE_000001,20120531,ORD_000230,20120531,49:58.7
20120605,2012,12,2012,6,5,101,CUST_000104,310,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,T0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000005,EDS,Commercial & Industrial,78.79,50.9136,24,0,AUD,,INV_000232,LINE_000002,20120605,ORD_000231,20120604,49:58.7
20120601,2012,12,2012,6,1,101,CUST_000105,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000020,NOR,Commercial & Industrial,80.4,50.9136,24,0,AUD,,INV_000233,LINE_000001,20120601,ORD_000232,20120601,49:58.7
20120509,2012,11,2012,5,9,101,CUST_000105,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000020,NOR,Commercial & Industrial,60.3,38.1852,18,0,AUD,,INV_000234,LINE_000001,20120509,ORD_000233,20120509,49:58.7
20120615,2012,12,2012,6,15,101,CUST_000105,400,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000020,EDI,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000235,LINE_000001,20120615,ORD_000234,20120614,49:58.7
20120418,2012,10,2012,4,18,101,CUST_000015,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000008,CDG,Commercial & Industrial,-3.28,-2.1214,-1,0,AUD,,INV_000236,LINE_000001,20120418,ORD_000235,20120418,49:58.7
20120419,2012,10,2012,4,19,101,CUST_000051,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000008,EDI,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000237,LINE_000001,20120419,ORD_000236,20120419,49:58.7
20120503,2012,11,2012,5,3,101,CUST_000052,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000005,NOR,Commercial & Industrial,18.9,12.7284,6,0,AUD,,INV_000238,LINE_000003,20120503,ORD_000237,20120502,49:58.7
20120103,2012,7,2012,1,3,101,CUST_000106,500,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,S0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000022,NOR,Commercial & Industrial,19.14,12.7284,6,0,AUD,,INV_000239,LINE_000001,20120103,ORD_000238,20120103,49:58.7
20120112,2012,7,2012,1,12,101,CUST_000106,500,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,S0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000022,NOR,Commercial & Industrial,19.14,12.7284,6,0,AUD,,INV_000240,LINE_000001,20120112,ORD_000239,20120112,49:58.7
20120504,2012,11,2012,5,4,101,CUST_000107,300,ITEM_000010,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000008,NOR,Commercial & Industrial,9.45,6.3642,3,0,AUD,,INV_000241,LINE_000001,20120504,ORD_000240,20120504,49:58.7
20120604,2012,12,2012,6,4,101,CUST_000108,300,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,80.4,50.9136,24,0,AUD,,INV_000242,LINE_000001,20120604,ORD_000241,20120604,49:58.7
20120608,2012,12,2012,6,8,101,CUST_000108,300,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,100.5,63.642,30,0,AUD,,INV_000243,LINE_000001,20120608,ORD_000242,20120608,49:58.7
20120208,2012,8,2012,2,8,101,CUST_000109,200,ITEM_000019,DLT                           ,DLT01002                      ,DLT01                         ,7,Trade          ,P                             ,PIER                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,NES,NextGen Electrical Solutions,NA                            ,SP_000007,CRR,Commercial & Industrial,-91.74,-39.66,-3,0,AUD,,INV_000244,LINE_000001,20120208,ORD_000243,20120208,49:58.7
20120618,2012,12,2012,6,18,101,CUST_000108,300,ITEM_000014,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,80.4,50.9136,24,0,AUD,,INV_000245,LINE_000001,20120618,ORD_000244,20120615,49:58.7
20120314,2012,9,2012,3,14,101,CUST_000110,310,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,T0 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000027,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000246,LINE_000002,20120314,ORD_000245,20120307,49:58.7
20120625,2012,12,2012,6,25,101,CUST_000111,710,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,ZZZ       ,General Suppliers Pty,NA                            ,SP_000023,CSH,Commercial & Industrial,25.44,25.4568,12,0,AUD,,INV_000247,LINE_000001,20120625,ORD_000246,20120625,49:58.7
20120220,2012,8,2012,2,20,101,CUST_000112,410,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,ZZ2       ,Independent Retailers Association,NA                            ,SP_000001,NOR,Commercial & Industrial,38.28,25.4568,12,0,AUD,,INV_000248,LINE_000001,20120220,ORD_000247,20120220,49:58.7
20120328,2012,9,2012,3,28,101,CUST_000112,410,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,ZZ2       ,Independent Retailers Association,NA                            ,SP_000001,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000249,LINE_000001,20120328,ORD_000248,20120326,49:58.7
20120618,2012,12,2012,6,18,101,CUST_000112,410,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,ZZ2       ,Independent Retailers Association,NA                            ,SP_000001,NOR,Commercial & Industrial,60.3,38.1852,18,0,AUD,,INV_000250,LINE_000001,20120618,ORD_000249,20120618,49:58.7
20120314,2012,9,2012,3,14,101,CUST_000110,310,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,T0 ,J,J,ELC,ElectraCorp Ltd,NA                            ,SP_000027,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000251,LINE_000002,20120314,ORD_000250,20120313,49:58.7
20120413,2012,10,2012,4,13,101,CUST_000113,410,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000001,EDI,Commercial & Industrial,60.3,38.1852,18,0,AUD,,INV_000252,LINE_000001,20120413,ORD_000251,20120413,49:58.7
20120604,2012,12,2012,6,4,101,CUST_000113,410,ITEM_000011,OTH                           ,999,14001,5,Trade          ,S                             ,NA                                      ,NET_SALES                     ,Discontinuing,Traditional,Q1 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000001,EDI,Commercial & Industrial,80.4,50.9136,24,0,AUD,,INV_000253,LINE_000001,20120604,ORD_000252,20120604,49:58.7
20120424,2012,10,2012,4,24,101,CUST_000114,300,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000002,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000254,LINE_000001,20120424,ORD_000253,20120423,49:58.7
20120531,2012,11,2012,5,31,101,CUST_000115,210,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000012,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000255,LINE_000001,20120531,ORD_000254,20120530,49:58.7
20120501,2012,11,2012,5,1,101,CUST_000097,200,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,UES,Unified Electrical Suppliers,NA                            ,SP_000028,PRO,Commercial & Industrial,115.2,76.3704,36,0,AUD,,INV_000256,LINE_000001,20120501,ORD_000255,20120501,49:58.7
20120118,2012,7,2012,1,18,101,CUST_000116,300,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000008,EDI,Commercial & Industrial,38.28,25.4568,12,0,AUD,,INV_000257,LINE_000002,20120118,ORD_000256,20120116,49:58.7
20120619,2012,12,2012,6,19,101,CUST_000050,210,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,N0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000012,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000258,LINE_000001,20120619,ORD_000257,20120619,49:58.7
20120411,2012,10,2012,4,11,101,CUST_000052,300,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000005,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000259,LINE_000001,20120411,ORD_000258,20120411,49:58.7
20120503,2012,11,2012,5,3,101,CUST_000005,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,57.28,38.1852,18,0,AUD,,INV_000260,LINE_000002,20120503,ORD_000259,20120427,49:58.7
20120503,2012,11,2012,5,3,101,CUST_000053,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000261,LINE_000002,20120503,ORD_000260,20120430,49:58.7
20120404,2012,10,2012,4,4,101,CUST_000005,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,120.6,76.3704,36,0,AUD,,INV_000262,LINE_000001,20120404,ORD_000261,20120404,49:58.7
20120323,2012,9,2012,3,23,101,CUST_000005,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000263,LINE_000002,20120323,ORD_000262,20120322,49:58.7
20120510,2012,11,2012,5,10,101,CUST_000005,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000004,NOR,Commercial & Industrial,56.7,38.1852,18,0,AUD,,INV_000264,LINE_000002,20120510,ORD_000263,20120509,49:58.7
20120524,2012,11,2012,5,24,101,CUST_000117,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,AEG,Aussie Energy Group,NA                            ,SP_000002,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000265,LINE_000001,20120524,ORD_000264,20120524,49:58.7
20120402,2012,10,2012,4,2,101,CUST_000118,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000004,EDI,Commercial & Industrial,40.2,25.4568,12,0,AUD,,INV_000266,LINE_000001,20120402,ORD_000265,20120402,49:58.7
20120427,2012,10,2012,4,27,101,CUST_000043,300,ITEM_000002,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,MED,Metro Electrical Distributors,NA                            ,SP_000008,EDI,Commercial & Industrial,190.95,127.284,60,0,AUD,,INV_000084,LINE_000001,20120427,ORD_000081,20120427,49:58.7
20120120,2012,7,2012,1,20,101,CUST_000119,300,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000008,NOR,Commercial & Industrial,76.56,50.9136,24,0,AUD,,INV_000267,LINE_000001,20120120,ORD_000266,20120119,49:58.7
20120522,2012,11,2012,5,22,101,CUST_000120,300,ITEM_000007,LMP                           ,LMP01008                      ,LMP01                         ,5,Trade          ,S                             ,SYLV                                    ,NET_SALES                     ,Discontinuing,Traditional,V0 ,J,J,BPS,BrightPower Solutions,NA                            ,SP_000002,NOR,Commercial & Industrial,20.1,12.7284,6,0,AUD,,INV_000268,LINE_000001,20120522,ORD_000267,20120522,49:58.7
